,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1475,003350,KR7003350006,한국화장품제조,KOSPI,,23500,2,-200,-0.84,23600,23800,23350,5011,118127600,106502000000,4532000,STK
1476,006740,KR7006740005,영풍제지,KOSPI,,2290,2,-35,-1.51,2325,2325,2275,469878,1076822335,106444118920,46482148,STK
1477,226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,5150,2,-140,-2.65,5280,5300,5070,118605,609802460,106407245150,20661601,KSQ
1478,396300,KR7396300006,세아메카닉스,KOSDAQ,벤처기업부,4010,3,0,0.0,3985,4065,3970,76980,309079060,106222895000,26489500,KSQ
1479,023450,KR7023450000,동남합성,KOSPI,,30300,2,-300,-0.98,30600,30950,30250,1572,47750650,106050000000,3500000,STK
1480,293580,KR7293580007,나우IB,KOSDAQ,중견기업부,1105,2,-3,-0.27,1108,1109,1095,108653,119404213,105825850000,95770000,KSQ
1481,021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,4945,1,5,0.1,5000,5000,4915,3976,19628235,105823000000,21400000,KSQ
1482,417970,KR7417970001,모델솔루션,KOSDAQ,중견기업부,16540,2,-100,-0.6,16730,16730,16400,7477,123482870,105801418000,6396700,KSQ
1483,187870,KR7187870001,디바이스이엔지,KOSDAQ,우량기업부,15000,2,-120,-0.79,15000,15110,14880,1834,27465400,105549135000,7036609,KSQ
1484,452160,KR7452160005,제이엔비,KOSDAQ,중견기업부,11450,2,-150,-1.29,11600,11730,11240,15301,175840810,105505692950,9214471,KSQ
1485,012170,KR7012170007,아센디오,KOSPI,,1016,2,-24,-2.31,1067,1067,1007,117777,120369263,105226599808,103569488,STK
1486,302430,KR7302430004,이노메트리,KOSDAQ,벤처기업부,10700,1,50,0.47,10760,11020,10560,37446,405497150,105215325600,9833208,KSQ
1487,027830,KR7027830009,대성창투,KOSDAQ,중견기업부,1946,1,22,1.14,1944,1971,1910,466401,904441805,105084000000,54000000,KSQ
1488,290720,KR7290720002,푸드나무,KOSDAQ,중견기업부,7830,2,-50,-0.63,7880,7900,7810,6450,50770320,104945944140,13403058,KSQ
1489,101930,KR7101930006,인화정공,KOSDAQ,투자주의환기종목(소속부없음),11240,1,180,1.63,11060,11290,10800,7962,88929130,104888364200,9331705,KSQ
1490,059120,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,10740,2,-200,-1.83,10890,11010,10610,110902,1196815820,104699921040,9748596,KSQ
1491,217500,KR7217500008,러셀,KOSDAQ,벤처기업부,3290,2,-65,-1.94,3350,3350,3265,75488,249537685,104661480000,31812000,KSQ
1492,264900,KR7264900002,크라운제과,KOSPI,,8350,2,-130,-1.53,8500,8500,8290,22591,190435300,104574147500,12523850,STK
1493,018120,KR7018120006,진로발효,KOSDAQ,우량기업부,15790,1,40,0.25,15710,15820,15710,863,13633320,104547484800,6621120,KSQ
1494,203690,KR7203690003,스피어파워,KOSDAQ,벤처기업부,8780,2,-40,-0.45,9200,9200,8640,81709,727398630,104437511740,11894933,KSQ
1495,036090,KR7036090009,위지트,KOSDAQ,중견기업부,882,2,-41,-4.44,939,941,878,3599828,3242201456,104421994488,118392284,KSQ
1496,035000,KR7035000009,HS애드,KOSPI,,6300,3,0,0.0,6260,6310,6260,9645,60710260,104374676700,16567409,STK
1497,277070,KR7277070009,린드먼아시아,KOSDAQ,중견기업부,7620,1,490,6.87,7000,8560,6910,7347617,58378098680,104333040000,13692000,KSQ
1498,011150,KR7011150000,CJ씨푸드,KOSPI,,2900,3,0,0.0,2900,2920,2895,44293,128548900,104199241700,35930773,STK
1499,309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4485,2,-35,-0.77,4485,4550,4450,45923,206304635,104129316915,23217239,KSQ
1500,002720,KR7002720001,국제약품,KOSPI,,4920,2,-50,-1.01,4970,4980,4915,91658,452766980,104106373440,21159832,STK
1501,350520,KR7350520003,이지스레지던스리츠,KOSPI,,3670,2,-20,-0.54,3700,3710,3670,11494,42502190,104076124390,28358617,STK
1502,080000,KR7080000003,에스엔유,KOSDAQ,우량기업부,3030,2,-10,-0.33,3040,3050,3010,80963,244642870,103998296100,34322870,KSQ
1503,215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,5110,1,20,0.39,5090,5160,5090,85729,439755100,103980599940,20348454,KSQ
1504,049520,KR7049520000,유아이엘,KOSDAQ,중견기업부,4765,2,-35,-0.73,4800,4895,4750,103203,492842200,103805220040,21784936,KSQ
1505,038680,KR7038680005,에스넷,KOSDAQ,중견기업부,5340,2,-230,-4.13,5520,5550,5330,185624,1002905930,103739261520,19426828,KSQ
1506,127980,KR7127980001,화인써키트,KOSDAQ,중견기업부,8760,2,-60,-0.68,8830,8850,8660,14992,131011320,103724391840,11840684,KSQ
1507,352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,8500,2,-30,-0.35,8530,8620,8470,15179,129339900,103655868000,12194808,KSQ
1508,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10670,1,10,0.09,10660,10700,10600,20705,220512910,103058190290,9658687,KSQ
1509,078000,KR7078000007,텔코웨어,KOSPI,,10620,2,-220,-2.03,10850,10870,10610,6840,72805360,103042737720,9702706,STK
1510,123690,KR7123690000,한국화장품,KOSPI,,6410,3,0,0.0,6420,6470,6330,20784,132702240,102995880000,16068000,STK
1511,347770,KR7347770000,핌스,KOSDAQ,벤처기업부,4505,2,-20,-0.44,4600,4600,4475,95671,433177685,102970974210,22857042,KSQ
1512,263050,KR7263050007,유틸렉스,KOSDAQ,기술성장기업부,2800,2,-55,-1.93,2855,2895,2800,45560,129088535,102935994000,36762855,KSQ
1513,073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1485,2,-11,-0.74,1495,1495,1483,118881,176778398,102817899855,69237643,KSQ
1514,950110,KR8392070007,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4270,2,-20,-0.47,4240,4295,4235,528,2249380,102704345800,24052540,KSQ
1515,007980,KR7007980006,태평양물산,KOSPI,,2010,2,-25,-1.23,2000,2025,1990,346223,693056328,102535713930,51012793,STK
1516,086710,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,8390,2,-30,-0.36,8410,8420,8320,11148,93118220,102385519200,12203280,KSQ
1517,039290,KR7039290002,인포뱅크,KOSDAQ,우량기업부,11770,1,600,5.37,11400,12530,11200,750897,9071270990,102328121060,8693978,KSQ
1518,408920,KR7408920007,메쎄이상,KOSDAQ,중견기업부,2365,3,0,0.0,2380,2390,2360,23481,55733110,102244756075,43232455,KSQ
1519,009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,16030,2,-70,-0.43,16030,16180,16010,2833,45477670,102111100000,6370000,KSQ
1520,078130,KR7078130002,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,102093978400,127617473,KSQ
1521,078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,9200,1,10,0.11,9250,9270,9070,59461,545273910,101996526800,11086579,KSQ
1522,002600,KR7002600005,조흥,KOSPI,,169700,3,0,0.0,171000,171000,169100,16,2717300,101820000000,600000,STK
1523,052790,KR7052790003,액토즈소프트,KOSDAQ,중견기업부,8980,2,-10,-0.11,8990,9140,8860,16067,143651160,101749129240,11330638,KSQ
1524,066670,KR7066670001,디스플레이텍,KOSDAQ,우량기업부,5440,2,-20,-0.37,5440,5500,5420,47658,259834150,101684033920,18691918,KSQ
1525,155650,KR7155650005,와이엠씨,KOSDAQ,우량기업부,5220,2,-30,-0.57,5260,5270,5200,30159,157635090,101656148760,19474358,KSQ
1526,139670,KR7139670004,키네마스터,KOSDAQ,중견기업부,7250,4,1670,29.93,6700,7250,6670,7266196,51257705160,101641933250,14019577,KSQ
1527,092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,5940,2,-60,-1.0,6000,6000,5900,4454,26491380,101631499200,17109680,KSQ
1528,205500,KR7205500002,액션스퀘어,KOSDAQ,중견기업부,2005,2,-40,-1.96,2045,2045,1985,28783,57616318,101495708505,50621301,KSQ
1529,011690,KR7011690005,와이투솔루션,KOSPI,,2775,2,-15,-0.54,2780,2800,2750,30519,84567175,101493943350,36574394,STK
1530,347000,KR7347000002,센코,KOSDAQ,기술성장기업부,3075,3,0,0.0,3085,3130,3055,201047,621235730,101490301200,33004976,KSQ
1531,019590,KR7019590009,엠벤처투자,KOSDAQ,중견기업부,888,1,5,0.57,880,899,865,140259,123902975,101202289296,113966542,KSQ
1532,227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11090,2,-10,-0.09,11030,11150,11030,2397,26611530,100928271240,9100836,STK
1533,019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,2090,1,15,0.72,2075,2120,2060,32470,67249925,100738000000,48200000,KSQ
1534,417840,KR7417840006,저스템,KOSDAQ,벤처기업부,14070,2,-290,-2.02,14090,14200,13810,52774,739841840,100720446750,7158525,KSQ
1535,053260,KR7053260006,금강철강,KOSDAQ,우량기업부,5380,2,-40,-0.74,5450,5470,5320,73740,396953010,100713600000,18720000,KSQ
1536,226440,KR7226440006,한송네오텍,KOSDAQ,투자주의환기종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,100580954580,65739186,KSQ
1537,260930,KR7260930003,씨티케이,KOSDAQ,중견기업부,5200,2,-40,-0.76,5240,5260,5190,9577,49948570,100576273200,19341591,KSQ
1538,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,4910,1,10,0.2,4850,4925,4835,81144,395719850,100241587820,20415802,KSQ
1539,122310,KR7122310006,제노레이,KOSDAQ,우량기업부,6880,2,-70,-1.01,6970,6970,6870,13538,93448920,100130446720,14553844,KSQ
1540,196300,KR7196300008,애니젠,KOSDAQ,기술성장기업부,16860,1,170,1.02,16690,17040,16440,52161,874456950,100102776840,5937294,KSQ
1541,265560,KR7265560003,영화테크,KOSDAQ,벤처기업부,9360,2,-60,-0.64,9330,9420,9330,6545,61235920,100060084800,10690180,KSQ
1542,348350,KR7348350000,위드텍,KOSDAQ,우량기업부,9820,2,-30,-0.3,9840,9880,9740,4401,42948120,100002952000,10183600,KSQ
1543,241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3595,2,-25,-0.69,3620,3640,3550,149167,534919405,99981993785,27811403,KSQ
1544,333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,9470,2,-140,-1.46,9610,9610,9450,5055,47939590,99968577680,10556344,KSQ
1545,141000,KR7141000000,비아트론,KOSDAQ,우량기업부,8240,2,-40,-0.48,8250,8320,8190,9354,77092710,99825210400,12114710,KSQ
1546,024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,4815,2,-35,-0.72,4865,4865,4800,21195,102200190,99587672370,20682798,KSQ
1547,009410,KR7009410002,태영건설,KOSPI,,2555,2,-50,-1.92,2555,2655,2535,473611,1225249905,99387195390,38899098,STK
1548,106190,KR7106190002,하이텍팜,KOSDAQ,중견기업부,9340,2,-170,-1.79,9650,9650,9050,11865,111245920,99313835820,10633173,KSQ
1549,006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,6620,2,-50,-0.75,6670,6690,6570,17421,115303080,99300000000,15000000,KSQ
1550,037440,KR7037440005,희림,KOSDAQ,우량기업부,7130,2,-50,-0.7,7140,7200,7010,77965,554499630,99267246750,13922475,KSQ
1551,017040,KR7017040007,광명전기,KOSPI,,2290,2,-20,-0.87,2305,2305,2280,90802,208123500,99243138350,43337615,STK
1552,015590,KR7015590003,KIB플러그에너지,KOSPI,,418,2,-1,-0.24,418,422,413,3680807,1532634117,99058285392,236981544,STK
1553,060230,KR7060230000,소니드,KOSDAQ,중견기업부,2510,2,-50,-1.95,2520,2575,2480,371981,936221745,99016861990,39448949,KSQ
1554,016880,KR7016880007,웅진,KOSPI,,1235,2,-13,-1.04,1240,1257,1233,92271,114180645,98709943800,79927080,STK
1555,008830,KR7008830002,대동기어,KOSDAQ,우량기업부,10970,2,-200,-1.79,11160,11280,10940,109873,1218466440,98593094400,8987520,KSQ
1556,003480,KR7003480001,한진중공업홀딩스,KOSPI,,3330,2,-15,-0.45,3310,3395,3300,21347,70899820,98334273960,29529812,STK
1557,258610,KR7258610005,케일럼,KOSDAQ,벤처기업부,3670,2,-90,-2.39,3760,3770,3605,30818,113249005,98308778110,26787133,KSQ
1558,201490,KR7201490000,미투온,KOSDAQ,중견기업부,3145,2,-25,-0.79,3180,3180,3110,85672,268199070,98305686650,31257770,KSQ
1559,066310,KR7066310004,큐에스아이,KOSDAQ,벤처기업부,10600,1,140,1.34,10600,10800,10520,51162,545024230,98279182600,9271621,KSQ
1560,044820,KR7044820009,코스맥스비티아이,KOSPI,,10220,2,-70,-0.68,10170,10300,10170,2195,22470230,98152072620,9603921,STK
1561,053160,KR7053160008,프리엠스,KOSDAQ,중견기업부,16350,2,-150,-0.91,16510,16610,16310,13282,217890340,98100000000,6000000,KSQ
1562,011320,KR7011320009,유니크,KOSDAQ,중견기업부,5070,2,-20,-0.39,5090,5110,5050,26253,133015040,97955923650,19320695,KSQ
1563,037330,KR7037330008,인지디스플레,KOSDAQ,우량기업부,2230,2,-50,-2.19,2195,2260,2195,1770077,3929218900,97864049520,43885224,KSQ
1564,065710,KR7065710006,서호전기,KOSDAQ,우량기업부,19000,1,10,0.05,18990,19110,18990,2034,38658970,97850000000,5150000,KSQ
1565,005870,KR7005870001,휴니드,KOSPI,,6930,2,-160,-2.26,7040,7110,6920,140415,981538020,97823983950,14116015,STK
1566,115500,KR7115500001,케이씨에스,KOSDAQ,중견기업부,8150,2,-180,-2.16,8390,8390,8030,235348,1915511770,97800000000,12000000,KSQ
1567,365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,3195,2,-95,-2.89,3290,3290,3175,341299,1094473870,97798950000,30610000,KSQ
1568,097800,KR7097800007,윈팩,KOSDAQ,중견기업부,1640,1,74,4.73,1600,1759,1599,4247749,7213742216,97718573440,59584496,KSQ
1569,153710,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,6660,1,10,0.15,6650,6720,6560,6061,40179910,97701920280,14669958,KSQ
1570,031820,KR7031820004,콤텍시스템,KOSPI,,806,2,-31,-3.7,838,838,804,955180,777135753,97567481596,121051466,STK
1571,369370,KR7369370002,블리츠웨이,KOSDAQ,벤처기업부,2295,1,10,0.44,2345,2345,2280,4292,9860780,97521301890,42492942,KSQ
1572,039980,KR7039980008,리노스,KOSDAQ,중견기업부,1889,1,45,2.44,1871,1966,1841,9320877,17684438383,97482037678,51605102,KSQ
1573,072470,KR7072470008,우리산업홀딩스,KOSDAQ,중견기업부,5160,1,240,4.88,4935,5990,4760,8764368,47668809340,97458679560,18887341,KSQ
1574,308170,KR7308170000,씨티알모빌리티,KOSPI,,11300,2,-150,-1.31,11360,11450,11250,6253,70812620,97293000000,8610000,STK
1575,163730,KR7163730005,핑거,KOSDAQ,우량기업부,10370,1,150,1.47,10320,10550,10230,61831,643398370,97020382270,9355871,KSQ
1576,142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,4590,1,25,0.55,4565,4620,4495,38755,175907565,97015208490,21136211,KSQ
1577,301300,KR7301300000,바이브컴퍼니,KOSDAQ,기술성장기업부,7860,1,10,0.13,7940,7940,7700,50602,394082440,96994019160,12340206,KSQ
1578,115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,3650,2,-100,-2.67,3750,3750,3450,80650,293106490,96985672050,26571417,KSQ
1579,066410,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,96978744678,84109926,KSQ
1580,214270,KR7214270001,FSN,KOSDAQ,중견기업부,2910,1,80,2.83,2860,2945,2860,555305,1611793630,96758847330,33250463,KSQ
1581,158430,KR7158430009,아톤,KOSDAQ,벤처기업부,4285,1,5,0.12,4285,4345,4265,88087,378184140,96740880975,22576635,KSQ
1582,440290,KR7440290005,HB인베스트먼트,KOSDAQ,중견기업부,3600,1,30,0.84,3580,3650,3550,169007,607028155,96721236000,26867010,KSQ
1583,950200,KR8840150005,소마젠,KOSDAQ,외국기업(소속부없음),5020,2,-40,-0.79,4995,5110,4990,5833,29366000,96564986060,19236053,KSQ
1584,419120,KR7419120001,산돌,KOSDAQ,중견기업부,12440,2,-270,-2.12,12780,13180,12060,559902,7085362750,96432715440,7751826,KSQ
1585,009200,KR7009200007,무림페이퍼,KOSPI,,2315,1,5,0.22,2310,2330,2300,107891,249325605,96325552650,41609310,STK
1586,368600,KR7368600003,아이씨에이치,KOSDAQ,기술성장기업부,5490,1,50,0.92,5410,5530,5410,14095,77061230,96285519540,17538346,KSQ
1587,069510,KR7069510006,에스텍,KOSDAQ,벤처기업부,8820,2,-180,-2.0,8970,8970,8820,2858,25430110,96226200000,10910000,KSQ
1588,241820,KR7241820000,피씨엘,KOSDAQ,벤처기업부,1780,2,-10,-0.56,1810,1817,1756,70315,125338806,96187850040,54038118,KSQ
1589,363260,KR7363260001,모비데이즈,KOSDAQ,벤처기업부,598,1,8,1.36,615,622,594,694408,418223055,96169670506,160818847,KSQ
1590,003610,KR7003610003,방림,KOSPI,,2270,2,-45,-1.94,2345,2350,2260,32869,75344490,96052984300,42314090,STK
1591,010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,1285,2,-8,-0.62,1300,1300,1277,99440,127560195,95746848310,74511166,KSQ
1592,241770,KR7241770007,메카로,KOSDAQ,우량기업부,9380,2,-80,-0.85,9460,9500,9370,2907,27346560,95606963200,10192640,KSQ
1593,002450,KR7002450005,삼익악기,KOSPI,,1056,2,-4,-0.38,1059,1060,1053,121797,128584111,95600646240,90530915,STK
1594,308080,KR7308080001,바이젠셀,KOSDAQ,기술성장기업부,4985,2,-25,-0.5,5000,5030,4980,5431,27147365,95541213900,19165740,KSQ
1595,244920,KR7244920005,에이플러스에셋,KOSPI,,4220,2,-40,-0.94,4230,4260,4210,12274,51847340,95404464460,22607693,STK
1596,294140,KR7294140009,레몬,KOSDAQ,투자주의환기종목(소속부없음),2270,1,5,0.22,2265,2280,2245,39291,88866210,95340000000,42000000,KSQ
1597,089790,KR7089790000,제이티,KOSDAQ,벤처기업부,9240,1,130,1.43,9120,9460,9110,176634,1645123630,95315340120,10315513,KSQ
1598,450520,KR7450520002,인스웨이브시스템즈,KOSDAQ,벤처기업부,19430,2,-100,-0.51,19530,19840,19210,50626,987610810,95236650180,4901526,KSQ
1599,034300,KR7034300004,신세계건설,KOSPI,,12240,2,-50,-0.41,12130,12410,12130,4772,58183050,94989180960,7760554,STK
1600,192250,KR7192250009,케이사인,KOSDAQ,벤처기업부,1340,3,0,0.0,1340,1346,1329,97754,130751206,94699484380,70671257,KSQ
1601,163560,KR7163560006,동일고무벨트,KOSPI,,6810,2,-10,-0.15,6750,6820,6710,27829,188247200,94659000000,13900000,STK
1602,033830,KR7033830001,티비씨,KOSDAQ,중견기업부,946,2,-9,-0.94,955,960,943,14824,14073639,94600000000,100000000,KSQ
1603,048430,KR7048430003,유라테크,KOSDAQ,중견기업부,8200,2,-50,-0.61,8170,8230,8150,14028,114771700,94464000000,11520000,KSQ
1604,086040,KR7086040003,바이오톡스텍,KOSDAQ,벤처기업부,5910,3,0,0.0,5910,5940,5870,16378,96521800,94313239770,15958247,KSQ
1605,056090,KR7056090004,이노시스,KOSDAQ,관리종목(소속부없음),1180,0,0,0.0,0,0,0,0,0,94198204660,79828987,KSQ
1606,056730,KR7056730005,CNT85,KOSDAQ,중견기업부,1269,1,7,0.55,1260,1272,1252,3905,4931310,94047095034,74111186,KSQ
1607,130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,6100,1,10,0.16,6090,6130,6070,3529,21506940,93940000000,15400000,KSQ
1608,064240,KR7064240005,홈캐스트,KOSDAQ,중견기업부,2680,3,0,0.0,2685,2695,2650,24486,65342205,93901872160,35038012,KSQ
1609,101140,KR7101140002,인바이오젠,KOSPI,,9340,0,0,0.0,0,0,0,0,0,93812977440,10044216,STK
1610,046120,KR7046120002,오르비텍,KOSDAQ,중견기업부,3465,2,-25,-0.72,3470,3480,3440,112265,387850235,93793475160,27068824,KSQ
1611,204210,KR7204210009,모두투어리츠,KOSPI,,11970,1,400,3.46,11580,12070,11270,74934,875232300,93686975550,7826815,STK
1612,305090,KR7305090003,마이크로디지탈,KOSDAQ,기술성장기업부,5980,2,-50,-0.83,6030,6080,5890,13040,77563440,93507250720,15636664,KSQ
1613,225190,KR7225190008,삼양옵틱스,KOSDAQ,우량기업부,9210,2,-40,-0.43,9300,9300,9170,6318,58259100,93478626480,10149688,KSQ
1614,208140,KR7208140004,정다운,KOSDAQ,우량기업부,2860,2,-5,-0.17,2835,2890,2830,54254,155188805,93476943560,32684246,KSQ
1615,092440,KR7092440007,기신정기,KOSPI,,3195,2,-15,-0.47,3215,3215,3175,19051,60777650,93294000000,29200000,STK
1616,033320,KR7033320003,제이씨현시스템,KOSDAQ,우량기업부,4880,1,5,0.1,4880,4940,4850,75964,371514490,93278428160,19114432,KSQ
1617,446540,KR7446540007,메가터치,KOSDAQ,중견기업부,4485,2,-15,-0.33,4500,4520,4420,90791,404825515,93157935000,20771000,KSQ
1618,101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,6900,1,40,0.58,6780,6970,6720,111720,766486440,93150000000,13500000,KSQ
1619,274400,KR7274400001,이노시뮬레이션,KOSDAQ,기술성장기업부,11900,2,-230,-1.9,12290,12290,11820,61193,730040650,93055929400,7819826,KSQ
1620,053290,KR7053290003,NE능률,KOSDAQ,우량기업부,5630,2,-10,-0.18,5600,5990,5600,2030730,11790936610,93043108410,16526307,KSQ
1621,011300,KR7011300001,성안,KOSPI,,1380,2,-18,-1.29,1398,1398,1371,159714,220240654,92944444860,67351047,STK
1622,004060,KR7004060000,SG세계물산,KOSPI,,456,1,19,4.35,443,471,443,3620761,1649063026,92305781760,202424960,STK
1623,175250,KR7175250000,아이큐어,KOSDAQ,기술성장기업부,2455,2,-5,-0.2,2520,2520,2420,52066,127512650,92205793440,37558368,KSQ
1624,005740,KR7005740006,크라운해태홀딩스,KOSPI,,6190,1,20,0.32,6180,6250,6120,14489,89625540,91905077930,14847347,STK
1625,186230,KR7186230009,그린플러스,KOSDAQ,벤처기업부,8490,2,-30,-0.35,8440,8520,8350,5811,49159910,91863396120,10820188,KSQ
1626,064520,KR7064520000,테크엘,KOSDAQ,중견기업부,4195,3,0,0.0,4200,4220,4135,13304,55785450,91789330945,21880651,KSQ
1627,037370,KR7037370004,EG,KOSDAQ,중견기업부,10610,2,-30,-0.28,10600,10700,10500,23422,248025760,91510952920,8624972,KSQ
1628,054930,KR7054930003,유신,KOSDAQ,우량기업부,30500,2,-100,-0.33,30450,30650,30350,5949,181199450,91500000000,3000000,KSQ
1629,066910,KR7066910001,손오공,KOSDAQ,중견기업부,2705,2,-5,-0.18,2710,2740,2685,89647,242524985,91386420595,33784259,KSQ
1630,014200,KR7014200000,광림,KOSDAQ,관리종목(소속부없음),1006,0,0,0.0,0,0,0,0,0,91250936176,90706696,KSQ
1631,090410,KR7090410002,덕신하우징,KOSDAQ,벤처기업부,1980,2,-3,-0.15,1984,1995,1975,136859,270968424,91246508100,46084095,KSQ
1632,322180,KR7322180001,티라유텍,KOSDAQ,벤처기업부,5520,1,80,1.47,5440,5580,5410,52360,288180690,91187502000,16519475,KSQ
1633,021820,KR7021820006,세원정공,KOSPI,,9110,2,-130,-1.41,9260,9300,8820,17238,156128010,91100000000,10000000,STK
1634,438700,KR7438700007,버넥트,KOSDAQ,기술성장기업부,8230,2,-100,-1.2,8440,8440,8160,28645,236039210,90994912700,11056490,KSQ
1635,010600,KR7010600005,웰바이오텍,KOSPI,,1000,2,-9,-0.89,1025,1053,989,1501847,1524243794,90923407000,90923407,STK
1636,002800,KR7002800001,신신제약,KOSDAQ,중견기업부,5990,2,-40,-0.66,6070,6070,5980,29757,178682650,90871295000,15170500,KSQ
1637,011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,8620,2,-70,-0.81,8690,8710,8620,17649,152911780,90768600000,10530000,KSQ
1638,290090,KR7290090000,트윔,KOSDAQ,벤처기업부,12240,1,80,0.66,12200,12290,12040,1747,21299680,90677200320,7408268,KSQ
1639,263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,5590,1,30,0.54,5560,5600,5500,83699,464780870,90649564200,16216380,KSQ
1640,009780,KR7009780008,엠에스씨,KOSDAQ,우량기업부,5150,2,-40,-0.77,5190,5190,5140,9037,46624470,90640000000,17600000,KSQ
1641,150900,KR7150900009,파수,KOSDAQ,벤처기업부,7750,1,20,0.26,7730,7780,7700,17101,132309290,90418645500,11666922,KSQ
1642,189980,KR7189980006,흥국에프엔비,KOSDAQ,우량기업부,2245,2,-5,-0.22,2250,2260,2235,67549,151708550,90109421615,40137827,KSQ
1643,187420,KR7187420005,제노포커스,KOSDAQ,기술성장기업부,3945,2,-15,-0.38,3950,4000,3930,33888,133942025,89782006350,22758430,KSQ
1644,094970,KR7094970001,제이엠티,KOSDAQ,중견기업부,5360,2,-170,-3.07,5530,5590,5260,174692,940110640,89770566400,16748240,KSQ
1645,239610,KR7239610009,에이치엘사이언스,KOSDAQ,우량기업부,16630,2,-140,-0.83,16850,16850,16560,5446,90451800,89670872450,5392115,KSQ
1646,180060,KR7180060006,탑선,KONEX,일반기업부,9590,2,-180,-1.84,9790,9790,9200,3838,35769910,89644116940,9347666,KNX
1647,147760,KR7147760003,피엠티,KOSDAQ,벤처기업부,8280,2,-420,-4.83,8610,8980,8180,175746,1486953670,89588490480,10819866,KSQ
1648,083500,KR7083500009,에프엔에스테크,KOSDAQ,벤처기업부,10440,2,-70,-0.67,10450,10650,10310,33830,352806060,89530537680,8575722,KSQ
1649,011370,KR7011370004,서한,KOSDAQ,우량기업부,887,1,4,0.45,881,888,880,102756,90790187,89493745255,100894865,KSQ
1650,015710,KR7015710007,코콤,KOSDAQ,중견기업부,5100,1,135,2.72,4940,5140,4940,268365,1360635575,89405550000,17530500,KSQ
1651,041460,KR7041460007,한국전자인증,KOSDAQ,중견기업부,4705,3,0,0.0,4755,4755,4660,124098,583669600,89395000000,19000000,KSQ
1652,191420,KR7191420009,테고사이언스,KOSDAQ,벤처기업부,11020,2,-10,-0.09,11040,11120,10900,3749,41059920,89359350680,8108834,KSQ
1653,430690,KR7430690008,한싹,KOSDAQ,벤처기업부,16390,1,290,1.8,16100,17100,16050,98012,1625375110,89287393250,5447675,KSQ
1654,068050,KR7068050004,팬엔터테인먼트,KOSDAQ,중견기업부,3215,2,-55,-1.68,3235,3265,3200,58496,188792270,89036454340,27694076,KSQ
1655,348030,KR7348030008,모비릭스,KOSDAQ,우량기업부,9270,1,240,2.66,8990,9480,8950,49940,461964750,89027226000,9603800,KSQ
1656,351330,KR7351330006,이삭엔지니어링,KOSDAQ,벤처기업부,10740,1,20,0.19,10700,10830,10530,74033,791057510,89018704800,8288520,KSQ
1657,016090,KR7016090003,대현,KOSPI,,2010,2,-10,-0.5,2015,2025,2000,35180,70628750,89007443100,44282310,STK
1658,000910,KR7000910000,유니온,KOSPI,,5700,2,-70,-1.21,5730,5790,5670,92728,529763930,88986228300,15611619,STK
1659,008970,KR7008970006,동양철관,KOSPI,,747,2,-1,-0.13,750,751,744,35461,26459141,88807311630,118885290,STK
1660,376980,KR7376980009,원티드랩,KOSDAQ,기술성장기업부,9390,2,-30,-0.32,9420,9450,9320,11202,105105980,88798375440,9456696,KSQ
1661,33626K,KR733626K013,두산퓨얼셀1우,KOSPI,,6640,2,-40,-0.6,6680,6680,6600,2758,18287160,88738288000,13364200,STK
