,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
774,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,17720,2,-80,-0.45,17630,17850,17630,3760,66678350,260484000000,14700000,KSQ
775,126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,4820,2,-40,-0.82,4845,4870,4785,68093,328503590,260440385500,54033275,KSQ
776,002900,KR7002900009,TYM,KOSPI,,5770,2,-70,-1.2,5840,5850,5740,89261,514632100,259944016120,45050956,STK
777,016590,KR7016590002,신대양제지,KOSPI,,6400,2,-60,-0.93,6410,6440,6380,16915,108431250,257906048000,40297820,STK
778,124500,KR7124500000,아이티센,KOSDAQ,중견기업부,11190,2,-320,-2.78,11780,11840,11120,612810,7059655870,257182869630,22983277,KSQ
779,071840,KR7071840003,롯데하이마트,KOSPI,,10880,1,110,1.02,10770,10900,10710,17411,188362740,256851906560,23607712,STK
780,011760,KR7011760006,현대코퍼레이션,KOSPI,,19390,2,-70,-0.36,19460,19490,19250,11548,223153320,256509650740,13228966,STK
781,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
782,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,15790,1,390,2.53,15360,16180,15250,303921,4818956030,255509232480,16181712,KSQ
783,060370,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,9840,2,-130,-1.3,9970,9990,9820,102339,1011127810,255232202880,25938232,KSQ
784,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,12090,2,-320,-2.58,12430,12540,11950,114329,1394707420,253890000000,21000000,KSQ
785,036420,KR7036420008,콘텐트리중앙,KOSPI,,13180,2,-70,-0.53,13260,13290,13160,23945,316551670,253877219440,19262308,STK
786,016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,1349,2,-13,-0.95,1362,1385,1334,3460563,4692806426,252251619836,186991564,KSQ
787,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,1929,1,39,2.06,1935,1992,1903,1742270,3408171766,251973092223,130623687,KSQ
788,078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,7360,2,-40,-0.54,7450,7460,7320,9972,73323510,251842897600,34217785,KSQ
789,384470,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,20100,1,500,2.55,19880,20850,19740,250323,5102842800,251676341100,12521211,KSQ
790,389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,40500,1,700,1.76,40000,41950,39600,131572,5378324650,251008065000,6197730,KSQ
791,293480,KR7293480000,하나제약,KOSPI,,14120,1,100,0.71,14110,14140,14000,12594,177045150,250953997520,17772946,STK
792,194370,KR7194370003,제이에스코퍼레이션,KOSPI,,18810,2,-820,-4.18,19620,19620,18800,54189,1029744250,250842654810,13335601,STK
793,271980,KR7271980005,제일약품,KOSPI,,17050,1,80,0.47,16970,17180,16950,12468,212644180,250718067600,14704872,STK
794,084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,5110,1,300,6.24,4805,5600,4735,868793,4549088300,250716702740,49063934,KSQ
795,020120,KR7020120002,키다리스튜디오,KOSPI,,6770,1,640,10.44,6140,7140,6140,3148041,21383620200,250427485820,36990766,STK
796,048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,7300,2,-50,-0.68,7300,7400,7240,49737,364157710,249300562600,34150762,KSQ
797,032300,KR7032300006,한국파마,KOSDAQ,우량기업부,22850,2,-100,-0.44,23400,23500,22650,50064,1152836300,249218117850,10906701,KSQ
798,093640,KR7093640001,케이알엠,KOSDAQ,벤처기업부,8530,1,40,0.47,8490,8560,8490,15481,132176860,249190148460,29213382,KSQ
799,096760,KR7096760004,JW홀딩스,KOSPI,,3370,1,35,1.05,3340,3430,3335,76618,259847785,249127054540,73924942,STK
800,049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,28250,2,-550,-1.91,29200,29200,28000,122472,3484083950,249105223000,8817884,KSQ
801,024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,3745,1,15,0.4,3745,3950,3735,741214,2832112115,249069580095,66507231,KSQ
802,002810,KR7002810000,삼영무역,KOSPI,,13460,2,-420,-3.03,13920,13970,13440,18428,250733820,248565120080,18466948,STK
803,083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,8020,2,-90,-1.11,8050,8150,7950,58004,466669870,248173887500,30944375,KSQ
804,211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,16450,1,550,3.46,16050,16920,16000,655862,10888867750,248103900800,15082304,KSQ
805,117580,KR7117580001,대성에너지,KOSPI,,9020,2,-10,-0.11,9040,9110,8990,183552,1657677900,248050000000,27500000,STK
806,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8060,2,-60,-0.74,8060,8170,8050,93636,757760560,247153637380,30664223,KSQ
807,131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4635,2,-140,-2.93,4745,4765,4605,790695,3684224345,246892929705,53267083,KSQ
808,417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,12870,1,90,0.7,12880,12930,12530,34417,438105820,246516201360,19154328,KSQ
809,356860,KR7356860007,티엘비,KOSDAQ,우량기업부,25050,2,-300,-1.18,25350,25500,24750,88703,2225240950,246307381500,9832630,KSQ
810,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,16410,2,-90,-0.55,16630,16630,16320,8969,146984990,246149983590,14999999,KSQ
811,096040,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
812,060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,3245,2,-55,-1.67,3290,3320,3190,183438,595744495,245392004385,75621573,KSQ
813,268600,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,244941204600,36667845,KSQ
814,078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,13070,2,-30,-0.23,13100,13100,12960,1156,15055720,244364927960,18696628,KSQ
815,063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,37050,2,-100,-0.27,37300,37450,36650,16182,598859950,244351863600,6595192,KSQ
816,000050,KR7000050005,경방,KOSPI,,8900,2,-10,-0.11,8910,9050,8860,1068,9526360,243995903000,27415270,STK
817,037710,KR7037710001,광주신세계,KOSPI,,30650,2,-200,-0.65,30850,31000,30400,51251,1560491350,243887873500,7957190,STK
818,078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4390,2,-80,-1.79,4470,4470,4380,39675,174825965,243562424100,55481190,KSQ
819,053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,18710,2,-560,-2.91,18970,19500,18640,217006,4124839940,243226388970,12999807,KSQ
820,334890,KR7334890001,이지스밸류리츠,KOSPI,,4725,3,0,0.0,4725,4735,4700,68568,323339190,243070391025,51443469,STK
821,029480,KR7029480001,광무,KOSDAQ,중견기업부,5050,1,315,6.65,5100,5560,4795,6412164,33000426545,241833849550,47887891,KSQ
822,019680,KR7019680008,대교,KOSPI,,2855,2,-75,-2.56,2920,2930,2805,64780,185865410,241826636750,84702850,STK
823,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,27300,2,-250,-0.91,27900,28200,27150,10580,291248950,241792441800,8856866,KSQ
824,388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,27050,1,50,0.19,26800,27500,26800,33760,916424700,241768734300,8937846,KSQ
825,038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,22250,2,-150,-0.67,22550,22900,22200,62647,1410709850,241221150000,10841400,KSQ
826,074610,KR7074610007,이엔플러스,KOSPI,,3445,2,-10,-0.29,3440,3490,3340,540181,1846461880,240615584040,69844872,STK
827,068290,KR7068290006,삼성출판사,KOSPI,,24050,1,150,0.63,23400,24400,23400,185168,4424025150,240500000000,10000000,STK
828,092230,KR7092230002,KPX홀딩스,KOSPI,,56900,2,-100,-0.18,57000,57700,56500,1241,70963200,240382357400,4224646,STK
829,007460,KR7007460009,에이프로젠,KOSPI,,906,1,1,0.11,905,911,902,776819,703528996,239942555748,264837258,STK
830,005720,KR7005720008,넥센,KOSPI,,4480,2,-35,-0.78,4465,4560,4465,29584,133761480,239877016960,53543977,STK
831,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,2645,2,-25,-0.94,2675,2675,2635,237294,627810015,239871283520,90688576,KSQ
832,001520,KR7001520006,동양,KOSPI,,1000,1,3,0.3,1000,1007,998,123449,123674557,238684063000,238684063,STK
833,123040,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,5220,2,-90,-1.69,5310,5340,5200,129992,682084890,238336205940,45658277,KSQ
834,078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,15630,2,-190,-1.2,15820,15990,15550,30832,483047040,238269690660,15244382,KSQ
835,226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,14450,1,290,2.05,14160,14520,13900,29355,414839660,237858429950,16460791,KSQ
836,457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,25650,2,-1250,-4.65,27000,27050,25550,172630,4494448950,237809845350,9271339,KSQ
837,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,22450,2,-150,-0.66,22400,22700,22300,14491,325232300,237427405950,10575831,KSQ
838,182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,17180,2,-300,-1.72,17460,17460,17020,109338,1874220320,237164522660,13804687,KSQ
839,102260,KR7102260007,동성케미컬,KOSPI,,4770,1,5,0.1,4780,4790,4750,27359,130511980,237020002560,49689728,STK
840,079940,KR7079940003,가비아,KOSDAQ,우량기업부,17480,1,380,2.22,16990,17550,16990,29750,516834670,236603756320,13535684,KSQ
841,396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,13070,2,-370,-2.75,13260,13440,13050,160074,2106740960,235921864800,18050640,KSQ
842,900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3500,2,-40,-1.13,3520,3565,3450,20366,71591625,235812500000,67375000,KSQ
843,205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,1822,2,-20,-1.09,1846,1854,1811,668086,1219393251,235721266398,129375009,KSQ
844,054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,9300,2,-70,-0.75,9370,9420,9240,37223,347030770,235208253000,25291210,KSQ
845,462520,KR7462520008,조선내화,KOSPI,,19790,1,160,0.82,19660,19860,19610,9539,188146000,234613774720,11855168,STK
846,230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,17390,2,-50,-0.29,17460,17500,17300,30221,525360670,234574162140,13489026,KSQ
847,389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,13730,2,-350,-2.49,14080,14190,13690,46112,635801050,234096500000,17050000,KSQ
848,048870,KR7048870000,시너지이노베이션,KOSDAQ,중견기업부,2830,1,25,0.89,2800,2840,2780,80008,225300275,234064613520,82708344,KSQ
849,015360,KR7015360001,예스코홀딩스,KOSPI,,38950,1,700,1.83,38500,40400,38400,12727,501601100,233700000000,6000000,STK
850,389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,37750,2,-250,-0.66,37650,38250,37400,32435,1226693350,233102626000,6174904,KSQ
851,298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,15760,2,-250,-1.56,16030,16080,15740,26848,424358810,232476957760,14751076,KSQ
852,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,3710,2,-35,-0.93,3685,3740,3640,320718,1180865875,232386980000,62638000,KSQ
853,011280,KR7011280005,태림포장,KOSPI,,3270,1,325,11.04,3045,3725,2975,10499071,36114141990,231535423800,70805940,STK
854,418470,KR7418470001,밀리의서재,KOSDAQ,벤처기업부,27600,1,2050,8.02,26000,29300,25500,1657625,46480961850,231516776400,8388289,KSQ
855,040300,KR7040300006,YTN,KOSDAQ,우량기업부,5500,2,-30,-0.54,5520,5550,5470,105873,583702680,231000000000,42000000,KSQ
856,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,16950,1,700,4.31,16300,17150,16250,191577,3210814600,230998312050,13628219,KSQ
857,452400,KR7452400005,이닉스,KOSDAQ,벤처기업부,25450,2,-1450,-5.39,26900,27250,25300,280788,7252509650,230867842600,9071428,KSQ
858,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3275,2,-60,-1.8,3330,3340,3220,440552,1452814525,230800309675,70473377,KSQ
859,150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,230717208150,39438839,KSQ
860,207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,3085,1,425,15.98,2765,3190,2670,39793546,117792789520,230678937620,74774372,KSQ
861,003160,KR7003160009,디아이,KOSPI,,8140,1,980,13.69,7190,8190,7140,5718040,44893997980,230362000000,28300000,STK
862,006840,KR7006840003,AK홀딩스,KOSPI,,17360,2,-550,-3.07,17860,17920,17300,10733,188145620,229977658960,13247561,STK
863,171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,24350,2,-700,-2.79,25100,25200,24150,46439,1140433200,229902107750,9441565,KSQ
864,161580,KR7161580006,필옵틱스,KOSDAQ,중견기업부,9840,1,30,0.31,9990,10020,9810,336491,3336737620,229189767120,23291643,KSQ
865,318020,KR7318020005,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
866,001130,KR7001130004,대한제분,KOSPI,,135100,2,-700,-0.52,136100,136200,134700,376,50831500,228319000000,1690000,STK
867,297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,8370,2,-100,-1.18,8550,8550,8290,134059,1119769470,228249900000,27270000,KSQ
868,035510,KR7035510007,신세계 I&C,KOSPI,,13270,2,-320,-2.35,13590,13650,13230,38756,521238810,228244000000,17200000,STK
869,122450,KR7122450000,KX,KOSDAQ,중견기업부,5030,1,30,0.6,4995,5060,4980,9632,48307640,228039898920,45335964,KSQ
870,229500,KR7229500004,노브메타파마,KONEX,일반기업부,20500,0,0,0.0,0,0,0,0,0,227354184000,11090448,KNX
871,002020,KR7002020006,코오롱,KOSPI,,17980,2,-230,-1.26,18210,18210,17940,16124,290642150,227023139480,12626426,STK
872,290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,28850,1,250,0.87,28600,29100,27950,20783,593947400,226693491000,7857660,KSQ
873,264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,7580,2,-400,-5.01,7740,8170,7430,5575508,43474308680,226266122960,29850412,KSQ
874,007160,KR7007160005,사조산업,KOSPI,,45150,1,1450,3.32,44000,46200,43900,27711,1259667500,225750000000,5000000,STK
875,008060,KR7008060006,대덕,KOSPI,,6650,2,-30,-0.45,6680,6680,6620,13124,87207970,225369497500,33890150,STK
876,085670,KR7085670008,뉴프렉스,KOSDAQ,중견기업부,9210,2,-250,-2.64,9370,9440,9150,777726,7178767570,225191508810,24450761,KSQ
877,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5150,1,60,1.18,5090,5210,5070,50107,256957990,225017013600,43692624,KSQ
878,011785,KR7011781002,금호석유우,KOSPI,,74400,2,-600,-0.8,74800,75400,72400,41845,3107018900,224947358400,3023486,STK
879,004710,KR7004710000,한솔테크닉스,KOSPI,,7000,1,70,1.01,6940,7060,6870,58754,409688490,224769146000,32109878,STK
880,065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,18490,2,-230,-1.23,18620,18970,18450,79225,1476981300,224401499790,12136371,KSQ
881,053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,5370,3,0,0.0,5390,5440,5330,68717,369549970,224338897470,41776331,KSQ
882,214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,31550,1,200,0.64,31350,32100,30950,15364,485892950,224218278000,7106760,KSQ
883,370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,27400,2,-150,-0.54,27650,27650,27100,21990,601026650,224182142000,8181830,KSQ
884,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,22400,2,-150,-0.67,22400,22550,22150,4049,90321200,224000000000,10000000,KSQ
885,472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,6920,2,-120,-1.7,7040,7170,6860,310336,2165346130,223820016360,32343933,KSQ
886,402490,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,27300,2,-250,-0.91,27700,28050,27150,185502,5110327100,223421671200,8183944,KSQ
887,003200,KR7003200003,일신방직,KOSPI,,9590,1,10,0.1,9580,9660,9400,43628,414934240,223255200000,23280000,STK
888,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,5690,1,190,3.45,5750,6060,5530,35630504,206300728920,223135512200,39215380,KSQ
889,001250,KR7001250000,GS글로벌,KOSPI,,2695,3,0,0.0,2710,2770,2685,735373,2002440515,222428493980,82533764,STK
890,220260,KR7220260004,켐트로스,KOSDAQ,벤처기업부,8350,1,560,7.19,7720,9040,7600,10061490,85926546390,221761863450,26558307,KSQ
891,104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,20650,2,-350,-1.67,21000,21050,20550,29399,609273050,221236356250,10713625,KSQ
892,095570,KR7095570008,AJ네트웍스,KOSPI,,4885,2,-85,-1.71,5010,5010,4870,56041,274959550,221059727715,45252759,STK
893,092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,19080,2,-220,-1.14,19300,19520,19030,49280,946204960,220791050640,11571858,KSQ
894,025000,KR7025000001,KPX케미칼,KOSPI,,45550,1,150,0.33,45400,45650,45400,7883,359152500,220462000000,4840000,STK
895,030210,KR7030210009,다올투자증권,KOSPI,,3610,2,-55,-1.5,3665,3680,3590,50472,182528410,219889092660,60911106,STK
896,063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,6420,2,-80,-1.23,6550,6550,6360,40158,258700300,219228413760,34147728,KSQ
897,315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,19640,2,-220,-1.11,20150,20450,19620,155243,3103531600,219126111760,11157134,KSQ
898,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,8360,2,-150,-1.76,8480,8530,8310,345197,2892743880,219032209000,26200025,KSQ
899,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,9740,2,-10,-0.1,9730,9800,9670,46933,455646470,218977290320,22482268,KSQ
900,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,5640,2,-10,-0.18,5670,5710,5630,50748,287634580,218976203520,38825568,KSQ
901,300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,39700,1,600,1.53,40000,40500,37700,375848,14760462150,218415584400,5501652,KSQ
902,067000,KR7067000000,조이시티,KOSDAQ,우량기업부,3125,1,60,1.96,3080,3140,3045,379335,1174988020,218320915625,69862693,KSQ
903,092730,KR7092730001,네오팜,KOSDAQ,우량기업부,26500,2,-300,-1.12,26550,26850,26500,13451,357141050,217495066500,8207361,KSQ
904,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,20250,3,0,0.0,20450,20450,20100,18045,364516050,217006897500,10716390,KSQ
905,073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,28500,2,-650,-2.23,29600,29600,28400,46629,1338308850,216709611000,7603846,KSQ
906,109070,KR7109070003,주성코퍼레이션,KOSPI,,4100,0,0,0.0,0,0,0,0,0,216521943000,52810230,STK
907,090710,KR7090710005,휴림로봇,KOSDAQ,투자주의환기종목(소속부없음),1220,0,0,0.0,0,0,0,0,0,215922597920,176985736,KSQ
908,206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,8480,1,20,0.24,8460,8500,8300,46100,386520900,215491521280,25411736,KSQ
909,090350,KR7090350000,노루페인트,KOSPI,,10730,2,-30,-0.28,10770,10810,10480,472433,5017776230,214600000000,20000000,STK
910,083930,KR7083930008,아바코,KOSDAQ,우량기업부,13920,1,50,0.36,13750,14100,13700,20407,284753860,214546148160,15412798,KSQ
911,000140,KR7000140004,하이트진로홀딩스,KOSPI,,9230,1,50,0.54,9250,9330,9180,12866,119229330,214198440950,23206765,STK
912,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2310,2,-50,-2.12,2360,2365,2290,1261904,2930172950,214173765960,92715916,KSQ
913,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3320,1,10,0.3,3330,3335,3310,13855,45990295,213808000000,64400000,STK
914,267850,KR7267850006,아시아나IDT,KOSPI,,19180,1,30,0.16,19100,19460,19030,125106,2410486780,212898000000,11100000,STK
915,045970,KR7045970001,코아시아,KOSDAQ,중견기업부,8050,2,-280,-3.36,8380,8380,8000,548555,4456743500,211834751800,26314876,KSQ
916,109610,KR7109610006,에스와이,KOSDAQ,벤처기업부,4330,2,-70,-1.59,4390,4410,4310,414034,1801304850,211769042000,48907400,KSQ
917,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,35700,2,-100,-0.28,36000,36000,35400,1212,43320550,211586010300,5926779,KSQ
918,060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,8720,1,70,0.81,8650,8730,8600,12849,111430630,210858494400,24181020,KSQ
919,044450,KR7044450005,KSS해운,KOSPI,,9130,2,-20,-0.22,9180,9180,8990,46735,424666750,210774084400,23085880,STK
920,000155,KR7000151001,두산우,KOSPI,,52700,2,-200,-0.38,52900,53200,52200,6400,336890000,210613547400,3996462,STK
921,950170,KR8392080006,JTC,KOSDAQ,관리종목(소속부없음),4185,1,40,0.97,4185,4250,4135,35408,147984235,210457887255,50288623,KSQ
922,404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3760,1,5,0.13,3780,3780,3745,6848,25700790,210394123840,55955884,STK
923,038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,5110,2,-150,-2.85,5240,5260,5090,476641,2464702560,210375480700,41169370,KSQ
924,015860,KR7015860000,일진홀딩스,KOSPI,,4260,1,70,1.67,4205,4290,4165,347396,1476521915,210220277580,49347483,STK
925,445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,12520,1,260,2.12,12300,12650,12260,268608,3357990270,209950233760,16769188,KSQ
926,081000,KR7081000002,일진다이아,KOSPI,,14760,1,60,0.41,14730,14790,14620,8060,118613860,209635911000,14202975,STK
927,365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,1460,1,16,1.11,1444,1500,1440,122159,179325678,209544917360,143523916,KSQ
928,168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,9840,1,30,0.31,9840,10040,9630,233092,2299566900,209476714560,21288284,KSQ
929,080580,KR7080580004,오킨스전자,KOSDAQ,우량기업부,11840,2,-410,-3.35,12300,12320,11820,344594,4119023270,209322888320,17679298,KSQ
930,011000,KR7011000007,진원생명과학,KOSPI,,2665,1,30,1.14,2630,2675,2615,162309,430556895,209132722305,78473817,STK
931,004980,KR7004980009,성신양회,KOSPI,,8520,2,-100,-1.16,8610,8610,8510,23300,199099630,208876941960,24516073,STK
932,039570,KR7039570007,HDC랩스,KOSPI,,8020,1,90,1.13,7880,8020,7850,10702,85103260,208179960020,25957601,STK
933,063170,KR7063170005,서울옥션,KOSDAQ,우량기업부,11710,2,-120,-1.01,12020,12430,11700,206425,2489850000,208136666570,17774267,KSQ
934,450140,KR7450140009,코오롱모빌리티그룹,KOSPI,,3315,1,35,1.07,3280,3335,3225,369444,1213673995,208106583750,62777250,STK
935,179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,6440,2,-30,-0.46,6410,6500,6390,37359,240134840,207984166320,32295678,KSQ
936,452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,9470,2,-480,-4.82,9960,9960,9440,545582,5263182420,207946881360,21958488,KSQ
937,339770,KR7339770000,교촌에프앤비,KOSPI,,8310,1,160,1.96,8150,8380,8140,40555,337297520,207604907400,24982540,STK
938,143240,KR7143240000,사람인,KOSDAQ,우량기업부,17760,1,40,0.23,17770,17770,17550,6206,109925100,207494750880,11683263,KSQ
939,174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,13360,2,-10,-0.07,13430,13670,13300,26632,357385130,207485810000,15530375,KSQ
940,011330,KR7011330008,유니켐,KOSPI,,2145,1,5,0.23,2135,2160,2105,319245,678285050,207469554435,96722403,STK
941,321820,KR7321820003,와이더플래닛,KOSDAQ,기술성장기업부,15520,2,-480,-3.0,16000,16060,15300,304626,4731638750,207447459200,13366460,KSQ
942,053690,KR7053690004,한미글로벌,KOSPI,,18920,1,10,0.05,18900,19230,18600,63212,1190812570,207316846000,10957550,STK
943,294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,20200,2,-150,-0.74,20200,20400,20000,17651,355864900,207144637000,10254685,KSQ
944,003555,KR7003551009,LG우,KOSPI,,68500,2,-1500,-2.14,70200,70300,68200,18587,1283689600,206980970000,3021620,STK
945,057880,KR7057880007,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0,0.0,0,0,0,0,0,206724832500,118807375,KSQ
946,432430,KR7432430007,와이랩,KOSDAQ,기술성장기업부,12900,4,2970,29.91,10300,12900,10240,5611765,65667447930,206591178000,16014820,KSQ
947,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,21850,2,-150,-0.68,22500,23400,21850,98400,2224771250,206548050000,9453000,KSQ
948,088390,KR7088390000,이녹스,KOSDAQ,우량기업부,22000,2,-200,-0.9,22200,22300,21900,13456,297238650,206488568000,9385844,KSQ
949,027970,KR7027970003,한국제지,KOSPI,,1080,1,7,0.65,1072,1087,1072,4655,5018870,205392495960,190178237,STK
950,418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,6940,2,-270,-3.74,7210,7210,6770,364916,2531273130,205053112520,29546558,KSQ
951,234080,KR7234080000,JW생명과학,KOSPI,,12930,2,-20,-0.15,13000,13060,12880,10118,130907840,204740783220,15834554,STK
952,424960,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,13490,2,-240,-1.75,13730,13870,13300,96240,1312449170,204688356600,15173340,KSQ
953,033340,KR7033340001,좋은사람들,KOSDAQ,관리종목(소속부없음),2110,0,0,0.0,0,0,0,0,0,204565677380,96950558,KSQ
954,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,32900,2,-300,-0.9,33350,33450,32750,5463,180485800,204518342700,6216363,KSQ
955,211050,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,19840,2,-140,-0.7,19980,20300,19810,13261,265300130,203875046400,10275960,KSQ
956,439580,KR7439580002,블루엠텍,KOSDAQ,기술성장기업부,19090,2,-370,-1.9,19630,19860,18940,439997,8476765890,203863331760,10679064,KSQ
957,009155,KR7009151002,삼성전기우,KOSPI,,70000,3,0,0.0,70000,70000,69000,5168,360040200,203488880000,2906984,STK
958,363280,KR7363280009,티와이홀딩스,KOSPI,,4035,2,-30,-0.74,4095,4095,4030,87636,355239780,203482096380,50429268,STK
959,122990,KR7122990005,와이솔,KOSDAQ,우량기업부,7210,3,0,0.0,7210,7300,7170,23860,171636460,203227844610,28186941,KSQ
960,005680,KR7005680004,삼영전자,KOSPI,,10160,2,-180,-1.74,10340,10410,10100,47671,486211970,203200000000,20000000,STK
961,036560,KR7036560001,영풍정밀,KOSDAQ,우량기업부,12820,2,-170,-1.31,12990,13050,12790,19336,248812350,201915000000,15750000,KSQ
962,037070,KR7037070000,파세코,KOSDAQ,우량기업부,10080,2,-30,-0.3,10060,10130,10020,8119,81654990,201600000000,20000000,KSQ
963,080420,KR7080420003,모다이노칩,KOSDAQ,우량기업부,2525,3,0,0.0,2500,2540,2500,7651,19193025,201297095550,79721622,KSQ
964,013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,6120,1,210,3.55,5870,6300,5760,6654211,40802510060,201271720320,32887536,KSQ
